Duri;5L-74D;Duri 10945;5L-74D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;GRK2/402/2220123DR;2022-05-20 19:00:00;2022-05-25 21:00:00;2022-06-05 07:00:00;COMPLETE
Duri;4N-11C;Duri 10951;4N-11C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;GRK2/402/2220127DR;2022-06-05 07:00:00;2022-06-09 11:00:00;2022-06-20 21:00:00;COMPLETE
Duri;3N-26B;Duri 10954;3N-26B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;GRK2/402/2220132DR;2022-06-20 21:00:00;2022-06-28 13:00:00;2022-07-09 04:00:00;COMPLETE
Duri;3N-35G;Duri 10958;3N-35G;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;GRK2/402/2220137DR;2022-07-09 04:00:00;2022-07-11 19:00:00;2022-07-30 21:00:00;COMPLETE
Duri;6N-62D;Duri 10964;6N-62D;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;GRK2/402/2220142DR;2022-07-30 21:00:00;2022-08-03 07:00:00;2022-08-13 08:30:00;COMPLETE
Pager;PG22-P16;Pager 00051;O-O-13A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220322DR;2022-08-13 08:30:00;2022-08-29 16:00:00;2022-09-13 19:00:00;RELEASE
Pager;PG22-P06;Pager 00052;O-O-53C;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220331DR;2022-09-13 19:00:00;2022-09-19 07:00:00;2022-10-06 12:00:00;RELEASE
Sintong;SIN-P06;Sintong 00052;O-W1-67A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220661DR;2022-10-06 12:00:00;2022-10-26 20:00:00;2022-11-09 17:30:00;COMPLETE
Sintong;SIN-P03;Sintong 00053;S1-O-13B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220421DR;2022-11-09 17:30:00;2022-11-16 18:00:00;2022-11-28 16:00:00;COMPLETE
Sintong;SIN-P04;Sintong 00054;O-O-71A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220375DR;2022-11-28 16:00:00;2022-12-05 10:00:00;2022-12-25 05:30:00;COMPLETE
Sintong;SIN-P02;Sintong 00055;O-O-71B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220395DR;2022-12-25 05:30:00;2022-12-28 10:00:00;2023-01-14 00:00:00;COMPLETE
Sintong;SIN-P01;Sintong 00056;S1-O-34A;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220444DR;2023-01-14 00:00:00;2023-01-20 00:00:00;2023-02-09 00:00:00;COMPLETE
Sintong;SIN-P05;Sintong 00057;O-O-62A ;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSO2/402/3220349DR;2023-02-09 00:00:00;2023-02-28 00:00:00;2023-03-16 10:00:00;COMPLETE
Benar;BNR-X17;Benar 00067;O-O-46B;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SBN2/402/3220846DR;2023-03-16 10:00:00;2023-03-27 18:00:00;2023-04-07 14:00:00;COMPLETE
